GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
common-base-feign,org.bremersee.exception.feign,FeignClientExceptionErrorDecoder,1,175,7,21,0,46,7,14,0,7
common-base-feign,org.bremersee.exception.feign,FeignClientException,0,63,0,10,0,19,0,12,0,7
