GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
common-base-web,org.bremersee.http,MediaTypeHelper,28,84,18,22,7,13,18,11,2,7
common-base-web,org.bremersee.http,HttpHeadersHelper,1,93,1,9,1,22,1,13,0,9
common-base-web,org.bremersee.web.multipart,FileAwareMultipartFile.EmptyResource,0,11,0,0,0,3,0,3,0,3
common-base-web,org.bremersee.web.multipart,FileAwareMultipartFile,20,344,16,34,3,78,16,35,0,26
common-base-web,org.bremersee.web,ErrorDetectors,0,15,0,4,0,3,0,4,0,2
common-base-web,org.bremersee.exception,RestApiExceptionUtils,8,18,2,2,3,7,1,3,0,2
common-base-web,org.bremersee.exception,HttpClientException,1,22,1,1,0,7,1,3,0,3
common-base-web,org.bremersee.exception,RestApiExceptionParserImpl,27,144,3,25,10,40,5,16,2,5
