GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ActuatorAutoSecurityCondition,1,22,1,1,0,3,1,2,0,2
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ReactiveActuatorSecurityAutoConfiguration,28,352,4,10,6,92,5,16,1,13
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ResourceServerWithActuatorAutoConfiguration,11,24,0,0,4,8,1,4,1,4
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ActuatorAuthProperties.ActuatorPasswordFlow,0,3,0,0,0,1,0,1,0,1
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ReactiveResourceServerWithActuatorAutoConfiguration,0,30,0,0,0,9,0,5,0,5
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ActuatorAuthProperties,0,158,0,10,0,39,0,12,0,7
common-base-actuator-autoconfigure,org.bremersee.actuator.security.authentication,ActuatorSecurityAutoConfiguration,18,334,4,10,5,85,5,16,1,13
